Title,Date,Content,URL,Source
DPRK warns U.S. against further military gambling,7/7/2017,"The Democratic People's Republic of Korea (DPRK) on Friday warned the United States against further resorting to military gambling. A spokesman for the Korea Asia-Pacific Peace Committee said in a statement that ""the U.S. Defense Department is loudly trumpeting a military attack option"" advocated by U.S. President Donald Trump to cope with the north's ""provocations."" The DPRK said that the U.S. promise that it would not invade ""is a whopping lie and a trick to cover up its sinister intention to put its war ambitions into practice through a surprise attack,"" said the spokesman. A spokesman for the DPRK Ministry of Foreign Affairs also said Friday that the launch of an intercontinental ballistic missile (ICBM) on Tuesday by Pyongyang is a ""victory achieved by the army and people of the DPRK in their more than half-a-century long anti-imperialist, anti-U.S. showdown."" He also said the DPRK's nuclear and missile intentions are ""confined to the DPRK and the U.S."" only, and the U.S. has no reason to raise any concern at the UN Security Council. U.S. Representative to the UN Nikki Haley said Wednesday at the UN Security Council that Washington was considering using its military force to tackle the DPRK's nuclear and missile programs. U.S. President Donald Trump Thursday also called the DPRK's launch of its first intercontinental ballistic missile on Tuesday a ""shame"" that has to be stopped, during his meeting with South Korean and Japanese leaders in Germany on the sidelines of the G20 Summit.",http://en.people.cn/n3/2017/0707/c90777-9238727.html,en_cn
"DPRK accuses U.S., South Korea of intensifying war preparations",11/7/2017,"he Democratic People's Republic of Korea (DPRK) Tuesday accused the United States and South Korea of intensifying war preparations after it launched an intercontinental ballistic missile (ICBM) earlier this month.
""It was reported that the U.S. Department of Defense, much scared by the DPRK's success of test-launch of ICBM Hwasong-14 at one go, had a military attack scenario in the making such as hurling fighters and warships into the waters off the Korean peninsula,"" said the official daily newspaper Minju Joson (Democratic Korea).
The DPRK declared on July 4 that it successfully launched an ICBM on the same day, hailing it as the ""final gate to rounding off the state nuclear force.""
The launch has aroused grave concern from Russia and China, and drawn strong condemnation from the United Nations, South Korea and Japan, as it seriously violated relevant UN Security Council resolutions.
Minju Joson also accused South Korea of holding joint ballistic missile drills with U.S. forces to ""deliberately escalate tensions"" after the missile launch.
Meanwhile, Rodong Sinmun, the official daily of the ruling Workers' Party of Korea, charged that South Korean military forces recently took part in the U.S.-led air defense exercises in Alaska.
""They set in motion air force including KF-16 fighter bombers formation to stage bomber guided exercises, coordinated precision bomb dropping drill and air refueling drill targeting surprise attack at key facilities of the DPRK,"" it said.
The paper also criticized South Korea for its ""commemoration of the 15th anniversary of the second Yonphyong naval skirmish,"" which broke out between patrol boats of the DPRK and South Korea along a disputed maritime boundary in the Yellow Sea in 2002.
Rodong Sinmun remarked that ""trumpeting dialogue"" is meaningless as long as Seoul does not abandon a policy of confrontation with Pyongyang, in reference to repeated appeals for dialogue by South Korean President Moon Jae-in.
""The South Korean authorities are well advised to stop the foolish act of challenging the nation's desire and will for the improvement of the north-south relations and peace and reunification of the country, and behave with discretion,"" it added.
The DPRK has denounced Moon's recent visit to the United States, describing it as a gesture of ""submission"" to Washington which meant a ""betrayal"" to his supporters in the election campaign this year.",http://en.people.cn/n3/2017/0711/c90777-9240300.html,en_cn
China opposes DPRK missile launch,7/4/2017,"China opposes the missile launch by the Democratic People's Republic of Korea (DPRK) in violation of UN Security Council resolutions, Foreign Ministry spokesperson Geng Shuang said Tuesday.
The Republic of Korea Joint Chiefs of Staff said in a statement Tuesday that the DPRK fired off a ballistic missile into its eastern waters from an area near Banghyeon, North Pyongan Province in the DPRK's northwest at around 9:40 a.m. local time (0040 GMT).
The DPRK declared later in the day that it has successfully launched an international ballistic missile, calling it a milestone in its missile development program.
""China urges the DPRK to refrain from acts that violate UN Security Council resolutions so as to create necessary conditions for resuming dialogue and negotiation,"" Geng said at a regular news briefing.
Given the complex and sensitive situation on the Korean Peninsula, China hopes all sides can exercise calm and restraint to ease tensions there and return to the right path of peaceful dialogue, the spokesperson said.
UN Security Council resolutions ban the DPRK from conducting any launches that use ballistic missile technology, nuclear tests or any other provocation.",http://en.people.cn/n3/2017/0704/c90883-9237083.html,en_cn
DPRK warns U.S. against further military gambling,7/7/2017,"The Democratic People's Republic of Korea (DPRK) on Friday warned the United States against further resorting to military gambling.
A spokesman for the Korea Asia-Pacific Peace Committee said in a statement that ""the U.S. Defense Department is loudly trumpeting a military attack option"" advocated by U.S. President Donald Trump to cope with the north's ""provocations.""
The DPRK said that the U.S. promise that it would not invade ""is a whopping lie and a trick to cover up its sinister intention to put its war ambitions into practice through a surprise attack,"" said the spokesman.
A spokesman for the DPRK Ministry of Foreign Affairs also said Friday that the launch of an intercontinental ballistic missile (ICBM) on Tuesday by Pyongyang is a ""victory achieved by the army and people of the DPRK in their more than half-a-century long anti-imperialist, anti-U.S. showdown.""
He also said the DPRK's nuclear and missile intentions are ""confined to the DPRK and the U.S."" only, and the U.S. has no reason to raise any concern at the UN Security Council.
U.S. Representative to the UN Nikki Haley said Wednesday at the UN Security Council that Washington was considering using its military force to tackle the DPRK's nuclear and missile programs.
U.S. President Donald Trump Thursday also called the DPRK's launch of its first intercontinental ballistic missile on Tuesday a ""shame"" that has to be stopped, during his meeting with South Korean and Japanese leaders in Germany on the sidelines of the G20 Summit.",http://en.people.cn/n3/2017/0707/c90777-9238727.html,en_cn
Clear THAAD hurdle for comeback of China-South Korea ties,7/6/2017,"Chinese President Xi Jinping met on Thursday with his South Korean counterpart Moon Jae-in on the sidelines of the upcoming 12th summit of G20 in Hamburg, Germany, the first in-person meeting between them since Moon took office in May.
Just as expected, the issue of the Terminal High Altitude Area Defense (THAAD) system, regarded as the biggest problem in Beijing-Seoul ties, tops the agenda of the meeting.
The installation of THAAD system by Seoul and Washington under the excuse of countering Pyongyang's growing military threats gravely harms the strategic security interests of regional countries including Russia and China.
It is clear to all that the system has failed to curb the nuclear ambitions of the Democratic People's Republic of Korea (DPRK). Instead it encourages mistrust and suspicion, increases Pyongyang's sense of insecurity while compromising world efforts to denuclearize the Korean Peninsula.
On Tuesday, the DPRK test-fired an intercontinental ballistic missile, which it claims to be capable of carrying a large nuclear warhead, further dimming the prospects for breaking the impasse.
China and Russia have urged the DPRK to strictly abide by the UN Security Council resolutions. They also sent a warning that ""any outsider should not increase its military deployment and presence in Northeast Asia under the excuse of opposing Pyongyang's nuclear and missile plans.""
President Xi and his Russian counterpart Vladimir Putin said the THAAD deployment in South Korea ""concerns the strategic balance in the region.""
Xi also said that Beijing and Moscow ""will take necessary measures, jointly or individually, to safeguard their national security interests and the regional strategic balance.""
Moon, who advocates both sanctions on Pyongyang and engagement with it, has stressed that no second Korean War could be allowed. Sure, Should war break out on the peninsula, it is Seoul and the South Korean people that would suffer destructive blows and THAAD would become the primary target for attacks from the North.
The snap decision on THAAD is a hot potato passed over by the conservative former President Park Geun-hye. The new government needs to positively seek a way out to shake off the burden, not instead ask for a suspension of counter-THAAD steps taken by countries concerned.
Moon has denied a cancellation of the U.S. battery while holding off the installation of another four launchers and ordering an environment impact assessment before its complete deployment. There is still time for his government to correct the ill-advised choice and thaw out the bilateral ties before too late.
Calling off THAAD installation and jump-starting denuclearization talks at an early date remain the most favorable solution to cooling down heightened tensions in the region, putting China-South Korea ties back on track and establishing long-lasting peace in Northeast Asia.
Tough call as it may be, it will serve the interests of all.",http://en.people.cn/n3/2017/0706/c90780-9238210.html,en_cn
"China urges calm, US threatens force at emergency UN meeting on DPRK",06/0717,"China slammed the Democratic People's Republic of Korea (DPRK) over its launch of an intercontinental ballistic missile (ICBM), while calling on all parties concerned to show restraint during an emergency meeting of the UN Security Council on Wednesday.
The DPRK conducted its first successful test-firing of an ICBM on Tuesday, with the US, Japan and South Korea immediately demanding an emergency meeting of the UN Security Council.
Liu Jieyi, China's permanent representative to the United Nations (UN), said that the DPRK's latest launch was a serious violation of Security Council resolutions and was against the will of the entire international community.
""We strongly urge the DPRK to strictly abide by the resolutions of the Security Council and put a stop to any rhetoric and action that might further exacerbate the tension on the Peninsula,"" Liu said.
But at the same time, he called on all stakeholders in the Korean Peninsula ""avoid provocative actions and flagrant rhetoric, demonstrate the will for unconditional dialogue, and work actively together to defuse the tension.""
The US took a tougher attitude towards the DPRK at the meeting, warning that it is ready to use force if needed.
""One of our capabilities lies with our considerable military forces. We will use them if we must, but we prefer not to have to go in that direction,"" said US Ambassador to the UN Nikki Haley. But she said that they ""prefer not to go in that direction.""
She also urged China to do more to force the DPRK to give up its nuclear program.
""Much of the burden of enforcing UN sanctions rests with China. Ninety percent of trade with North Korea [the DPRK] is from China. We will work with China. We will work with any and every country that believes in peace. But we will not repeat the inadequate approaches of the past that have brought us to this dark day,"" said Haley.
The US ambassador added that the US would propose new UN sanctions on the DPRK in the coming days, and warned that US leaders will take their ""own path"" if Russia and China did not support the move.
China and Russia opposed new sanctions against the DPRK, instead backing a compromise.
Russian Deputy Ambassador Vladimir Safronkov said Russia expected the DPRK to ""declare a moratorium on the testing of nuclear explosive devices and the testing of ballistic missiles,"" but at the same time called the US and the South Korea to refrain from conducting full-scale joint training exercises.
""All must acknowledge that sanctions will not resolve the issue,"" said Safronkov at the emergency council session. He added that ""any attempts to justify a military solution are inadmissible.""
China and Russia issued a joint statement on Tuesday, urging dialogue and the China-proposed dual track approach to cool down the current confrontations on the Korean Peninsula.",http://en.people.cn/n3/2017/0706/c90883-9238154.html,en_cn
S.Korean president hopes DPRK would not cross bridge of no return,7/4/2017,"South Korean President Moon Jae-in on Tuesday expressed his hope that the Democratic People's Republic of Korea (DPRK) would not cross a bridge that it cannot return following the DPRK's test of a new type of ballistic missile.
Moon made the remarks during his meeting with visiting former British Prime Minister David Cameron, according to the presidential Blue House.
The South Korean leader, who took office on May 10, said he will not be sure about how his country and the United States would react if the DPRK crosses the ""red line"" and does not positively respond to the proposal of the Korean Peninsula denuclearization in a peaceful manner agreed upon by Moon and U.S. President Donald Trump.
Moon visited Washington to hold his first summit meeting with Trump for two days from last Thursday. According to the joint statement released after the meeting, President Trump supported South Korea's ""leading role"" in fostering an environment for peaceful reunification of the Korean Peninsula.
Moon told Cameron that the DPRK did not positively respond to the peace initiative of the peninsula based on the complete denuclearization, expressing his hope that Pyongyang should not cross a bridge of no return.
His comments followed the DPRK's test-launch of a ballistic missile early Tuesday.
According to South Korea's Joint Chiefs of Staff (JCS), the DPRK fired off a ballistic missile into its eastern waters from an area near Banghyeon, North Pyongan province in the DPRK's northwest region at around 9:40 a.m. local time (0040 GMT).
The DPRK declared later in the day that it has successfully launched an intercontinental ballistic missile (ICBM).
The missile flew 933 km and was lofted as high as 2,802 km to travel for 39 minutes and strike the target in its eastern waters, according to the DPRK's media report.
Right after being briefed on the DPRK's missile firing, Moon convened the national security council meeting of the Blue House, saying it was in a clear violation of UN Security Council resolutions and defies repeated warnings from the international community.
The JCS said in a separate statement that whether the DPRK-fired missile had a capability of an ICBM was still being analyzed by the military authorities of South Korea and the United States.",http://en.people.cn/n3/2017/0704/c90777-9237077.html,en_cn
DPRK fires ballistic missile into east waters,7/4/2017,"The Democratic People's Republic of Korea (DPRK) has fired an unidentified ballistic missile into its eastern waters, South Korea's defense ministry said Tuesday.
A defense ministry official told Xinhua that the DPRK fired off the ballistic missile into the East Sea from an area near Banghyeon, North Pyongan province in the DPRK's northwest region at about 9:40 a.m. local time (0040 GMT).
The missile launch was immediately reported to President Moon Jae-in, the official said.
A Joint Chiefs of Staff (JCS) official told a regular press briefing of the defense ministry that the military was analyzing a maximum altitude and a flying distance of the missile, noting that South Korea's military was maintaining full preparedness for any further DPRK provocation.
In the initial analysis by the military authorities of South Korea and the United States, the DPRK's missile launch was reportedly successful.
Citing Japanese media reports, South Korea's Yonhap news agency reported that the DPRK missile may have landed in Japan's exclusive economic zone.
The DPRK missile was reported to have flown for about 40 minutes, but the JCS official refused to confirm the media speculation.
Pyongyang test-launched ground-to-ship cruise missiles on June 8 from Wonsan area in the country's eastern region.
The DPRK's Tuesday firing of the ballistic missile followed South Korean President Moon's first summit meeting with U.S. President Donald Trump in Washington for two days from June 29.
President Moon has ordered the convening of the national security council meeting of the presidential Blue House, where cabinet members and senior presidential secretaries in charge of security and foreign affairs gather to discuss security issues.
Senior presidential press secretary Yoon Young-chan told reporters that the meeting was scheduled to be held at 11:30 a.m. local time (0230 GMT) at the Blue House.",http://en.people.cn/n3/2017/0704/c90777-9236731.html,en_cn
"Japan says time for pressure, not dialogue with N.Korea",7/18/2017,"Japan on Monday downplayed South Korea's offer to hold military talks with North Korea, saying the priority should be piling pressure on Pyongyang through sanctions.

""This is not a time for dialogue. This is a time for pressure,"" Japan's foreign ministry spokesman Norio Maruyama told reporters in New York where Foreign Minister Fumio Kishida was attending a UN meeting on development.

""This is a time to raise pressure in order to conduct a serious dialogue,"" said Maruyama.

South Korea's defence ministry proposed a meeting to be held Friday at the border truce village of Panmunjom to ease tensions after Pyongyang tested its first intercontinental ballistic missile.

If the meeting goes ahead, it would be the first official inter-Korea talks since December 2015.

The offer came as the United States is locked in difficult negotiations with China at the United Nations on a new sanctions resolution in response to the ICBM test.

The tougher measures could include an oil embargo, a ban on North Korean guest workers, banning North Korean ships from all ports and stronger trade restrictions.

Japan supports new sanctions but also maintains that Russia and China must do more to fully implement the current set of measures targeting their economic ties with North Korea.

In the first six months of this year, trade between China and North Korea increased 10.5 percent to $2.5 billion, compared to the same period last year, according to official figures from Beijing.

Iron ore imports from North Korea surged, with China arguing that the UN sanctions resolution allows for trade if the income is used for the livelihood of civilians.

In May, Russia opened a new ferry service from Vladivostok in the far east to North Korea's Rajin port, a move seen as a boost to bilateral ties.

""What is important is to stop the flow of currency to North Korea"" said Maruyama.",https://japantoday.com/category/politics/japan-says-time-for-pressure-not-dialogue-with-n.korea,japan_today
"Nuke ban treaty's threat-of-use reference challenges Japan, allies",7/14/2017,"The inclusion of a phrase outlawing the threat of using nuclear weapons in the world's first nuclear ban treaty recently adopted at the United Nations has given the accord teeth, but also makes it harder for allies of nuclear armed countries to support the pact. ""Nuclear umbrella states"" -- countries like Japan and the Netherlands that receive an extended security deterrent from their nuclear allies -- have so far indicated no willingness to join the treaty though activists hold out hope for change in the future. ""Ever since the U.S. bombed the two cities in Japan in 1945, nuclear weapons have been central to military postures,"" John Burroughs, executive director of the International Association of Lawyers against Nuclear Arms, told Kyodo News on the sidelines of a negotiation conference that ended last Friday with the treaty's historic adoption. He was referring to the atomic bombings in 1945 of Hiroshima and Nagasaki, on Aug. 6 and 9, respectively, that ushered in the nuclear age. The centrality of these weapons to military strategies is demonstrated by the fact that ""governments convey through their doctrines, and sometimes through their statements, that they are ready to use nuclear weapons if the circumstances require,"" Burroughs explained. ""So there is an ongoing threat of use of nuclear weapons that is at the core of doctrines of nuclear deterrence."" It is through that threat that the five nuclear weapon states -- Britain, China, France, Russia and the United States, the world's largest possessors -- continue justifying nuclear deterrence policies. By extension, they also claim to protect their allies from potential attacks. These arguments seem to have been buoyed in light of North Korea's first intercontinental ballistic missile test on July 4. Supporters are quick to point to new dangers as Pyongyang's technology brings the United States within missile range and Pyongyang unflinchingly pursues its nuclear ambitions, which it says are for self-defense. The five countries, as well as allies including Japan and other nuclear possessors like North Korea, India, Pakistan and Israel all skipped the conference in New York. The only participant among North Atlantic Treaty Organization members was the Netherlands, which voted against the pact. Expressing their opposition, Britain, France and the United States issued a joint statement claiming they would not ""sign, ratify or ever become a party to it."" ""Japan continues to seek for a world without nuclear weapons and we feel that in order to do that we need the cooperation between the nuclear weapon states and non-nuclear weapon states,"" Japan's Ambassador to the United Nations Koro Bessho told Kyodo News, adding that the ban treaty was not the way to bridge the divide. Yet supporters see the treaty's value in setting a new norm by stigmatizing nuclear weapons, as was the case with biological and chemical weapons, land mines and cluster bombs in the past. At the core of the treaty, which was backed by 120 countries, as well as Palestine and the Holy See, was the agreement never ""under any circumstances"" to develop, test, produce, manufacture, acquire, possess or stockpile nuclear weapons. Alongside this concession in Article 1 was the agreement never to ""use or threaten to use nuclear weapons or other explosive devices."" The phrase ""threaten to use"" was only added in the text's third revision. After much debate, some European delegations in particular seemed hesitant to add it, fearing it would dampen support from other members, especially the Netherlands. It was kept and its significance was not lost on activists like Commander Rob Green, who served for 20 years with the British Royal Navy where he once flew nuclear strike aircraft. ""The most important words in this treaty are that it is prohibited to threaten the use of nuclear weapons, that is the heart of the power of this treaty,"" the co-director of the Peace Foundation's Disarmament and Security Center said at a recent panel discussion. ""I do believe that nuclear deterrence has nothing to do with security. It promotes insecurity and proliferation."" Akira Kawasaki, an international steering group member of the International Campaign to Abolish Nuclear Weapons, told Kyodo News that even if the threat-of-use phrase had been deleted, it would not have made a difference as the Dutch rejected the pact due to other wording as well. Other requirements, such as agreeing not to ""assist, encourage or induce"" prohibited activities, and refusing to station, install or deploy nuclear weapons on its territory, posed additional hurdles. The Dutch representative cited ""incompatible"" Article 1 obligations that did not line up with their NATO commitments as among reasons for casting the only no vote. Along with the Netherlands, the countries of Belgium, Germany, Italy and Turkey, as non-nuclear NATO members, collectively host about 180 U.S. nuclear bombs, according to the Bulletin of the Atomic Scientists. ""Nuclear alliance is all about assisting, encouraging and inducing the use of nuclear weapons, even if those states do not directly possess or use nuclear weapons by themselves,"" said Kawasaki, who also serves as an executive committee member with Japan's Peace Boat. The term ""nuclear umbrella,"" he said, ""has a nuance of protection and defense, but in fact it is to assist others to use nuclear weapons."" Going forward, Kawasaki and others have vowed to carry on by educating the public, as well as politicians and parliamentarians, in hopes of changing perceptions. The treaty has no expiration date, he pointed out, and therefore ""leaves the door open"" for other nations to later join. He hopes to encourage Tokyo to at least attend future meetings. ""A major task lies ahead of us, which is ensuring that everybody comes into the fold of the treaty,"" said Nozipho Joyce Mxakato-Diseko, South Africa's Ambassador to the United Nations in Geneva, and a key negotiator whose country renounced nuclear weapons in 1991.""They have a moral duty to join. We have a moral duty to bring them in."" Conference president Elayne Whyte Gomez likened the effort to sowing ""the first seeds"" in a process she admits will take time. The Costa Rican ambassador to Geneva pointed to how even the NPT -- the cornerstone of nuclear disarmament and nonproliferation -- was not universally backed at first by the five nuclear weapon states. It was only in 1992 that China and France acceded to it, long after it entered into force in 1970. For Japanese atomic bomb survivors like Setsuko Thurlow, who has given rousing U.N. speeches, and Toshiki Fujimori, assistant secretary general of the Japan Confederation of A- and H-Bomb Sufferers Organizations, who both witnessed the landmark adoption, the journey continues. ""It is the beginning towards the total ban of nuclear weapons, so it is not over yet, the fight is not over,"" Fujimori emphatically said at a press conference.",https://japantoday.com/category/politics/focus-nuke-ban-treaty%27s-threat-of-use-reference-challenges-japan-allies,japan_today
